-.20 -14.99282753
-.18 -22.12158909
-.16 -27.86925696
-.14 -32.43144476
-.12 -35.99265307
-.10 -38.70371023
-.08 -40.69497199
-.06 -42.08703158
-.04 -42.98165612
-.02 -43.46141852
0 -43.60423694
.02 -43.47426146
.04 -43.11968825
.06 -42.58961535
.08 -41.91965985
.10 -41.13873126
