4302.908470 -362202.372952 
4304.072791 -362202.375569 
4305.237322 -362202.378146 
4306.402063 -362202.380683 
4307.567014 -362202.383179 
4308.732176 -362202.385634 
4309.884740 -362202.388050 
4311.050319 -362202.390424 
4312.216108 -362202.392759 
4313.382107 -362202.395053 
4314.548317 -362202.397308 
4315.714737 -362202.399521 
4316.881367 -362202.401695 
4318.048207 -362202.403829 
4319.215257 -362202.405922 
4320.382518 -362202.407976 
4321.549989 -362202.409989 
4322.704838 -362202.411963 
4323.872727 -362202.413896 
4325.040827 -362202.415790 
4326.209137 -362202.417644 
4327.377657 -362202.419458 
4328.546388 -362202.421232 
4329.715329 -362202.422966 
4330.884480 -362202.424661 
4332.053843 -362202.426316 
4333.223415 -362202.427931 
4334.393198 -362202.429507 
4335.550333 -362202.431043 
4336.720535 -362202.432539 
4337.890947 -362202.433996 
4339.061570 -362202.435414 
4340.232404 -362202.436792 
4341.403448 -362202.438131 
4342.574702 -362202.439430 
4343.746168 -362202.440690 
4344.917844 -362202.441910 
4346.089730 -362202.443092 
4347.261828 -362202.444234 
4348.421252 -362202.445337 
4349.593769 -362202.446401 
4350.766496 -362202.447425 
4351.939434 -362202.448411 
4353.112583 -362202.449357 
4354.285942 -362202.450264 
4355.459513 -362202.451133 
4356.633294 -362202.451962 
4357.807286 -362202.452753 
4358.981489 -362202.453505 
4360.155903 -362202.454217 
4361.317619 -362202.454891 
4362.492452 -362202.455527 
4363.667497 -362202.456123 
4364.842752 -362202.456681 
4366.018219 -362202.457200 
4367.193896 -362202.457680 
4368.369785 -362202.458122 
4369.545884 -362202.458525 
4370.722195 -362202.458890 
4371.898716 -362202.459216 
4373.075449 -362202.459504 
4374.239459 -362202.459753 
4375.416611 -362202.459963 
4376.593975 -362202.460136 
4377.771551 -362202.460270 
4378.949337 -362202.460366 
4380.127335 -362202.460423 
4381.305543 -362202.460442 
4382.483964 -362202.460423 
4383.662595 -362202.460366 
4384.841438 -362202.460271 
4386.020492 -362202.460138 
4387.186797 -362202.459966 
4388.366271 -362202.459757 
4389.545957 -362202.459509 
4390.725854 -362202.459223 
4391.905963 -362202.458900 
4393.086283 -362202.458539 
4394.266814 -362202.458139 
4395.447557 -362202.457702 
4396.628512 -362202.457227 
4397.809678 -362202.456715 
4398.991055 -362202.456164 
4400.159658 -362202.455576 
4401.341457 -362202.454950 
4402.523467 -362202.454287 
4403.705688 -362202.453586 
4404.888121 -362202.452847 
4406.070766 -362202.452071 
4407.253622 -362202.451258 
4408.436690 -362202.450406 
4409.619970 -362202.449518 
4410.803462 -362202.448592 
4411.987165 -362202.447628 
4413.158069 -362202.446628 
4414.342193 -362202.445590 
4415.526529 -362202.444514 
4416.711077 -362202.443402 
4417.895837 -362202.442252 
4419.080809 -362202.441065 
